Year,Month,GEPU_current,GEPU_ppp,Australia,Brazil,Canada,Chile,Hybrid China,Colombia,France,Germany,Greece,India,Ireland,Italy,Japan,Korea,Netherlands,Russia,Spain,Singapore,UK,US,SCMP China,Mainland China,Sweden,Mexico,New Zealand,Hong Kong
1985,1,,,,,106.9259262,,,,,,,,58.77736879,,,,,,,,,103.7488022,,,126.4307365,,,
1985,2,,,,,114.699379,,,,,,,,57.37237834,,,,,,,,,78.3132019,,,98.60890444,,,
1985,3,,,,,79.58830261,,,,,,,,55.9673879,,,,,,,,,100.7614822,,,112.8506256,,,
1985,4,,,,,73.37599182,,,,,,,,152.2064385,,,,,,,,,84.77886963,,,111.1405983,,,
1985,5,,,,,75.60223389,,,,,,,,179.6547067,,,,,,,,,98.05365753,,,130.9460701,,,
1985,6,,,,,43.14036942,,,,,,,,84.94677032,,,,,,,,,119.5971451,,,103.2694615,,,
1985,7,,,,,73.39828491,,,,,,,,112.1711433,,,,,,,,,111.4151077,,,141.3506939,,,
1985,8,,,,,91.57682037,,,,,,,,122.1325985,,,,,,,,,111.2470093,,,139.7367665,,,
1985,9,,,,,80.44557953,,,,,,,,60.29517258,,,,,,,,,111.1844635,,,123.322968,,,
1985,10,,,,,92.56246185,,,,,,,,83.16821964,,,,,,,,,93.09910583,,,103.2457678,,,
1985,11,,,,,57.9124794,,,,,,,,106.0412667,,,,,,,,,85.09912872,,,115.4347259,,,
1985,12,,,,,65.7647934,,,,,,,,179.9916884,,,,,,,,,104.1772156,,,105.0577358,,,
1986,1,,,,,91.10531616,,,,,,,,117.8317971,,,,,,,,,144.2664795,,,110.8499388,,,
1986,2,,,,,96.96870422,,,,,,,,63.36072407,,,,,,,,,118.9935379,,,116.8797744,,,
1986,3,,,,,86.90678406,,,,,,,,107.8716528,,,,,,,,,120.1600494,,,101.0462956,,,
1986,4,,,,,69.22338104,,,,,,,,116.2205323,,,,,,,,,102.477356,,,109.6209319,,,
1986,5,,,,,93.35433197,,,,,,,,106.3464405,,,,,,,,,132.3861694,,,104.091582,,,
1986,6,,,,,58.49302673,,,,,,,,88.21485808,,,,,,,,,115.0522919,,,143.1792856,,,
1986,7,,,,,85.99984741,,,,,,,,29.46203385,,,,,,,,,130.8210602,,,157.5901109,,,
1986,8,,,,,91.52786255,,,,,,,,66.03890852,,,,,,,,,118.302597,,,128.8229636,,,
1986,9,,,,,119.6902313,,,,,,,,56.91179541,,,,,,,,,125.8942184,,,97.67646122,,,
